chain,conId,localSymbol,expiry,strike,right,exchange,tradingClass,bid,ask,last,close,iv,delta,gamma,vega,theta,has_bid_ask,has_greeks
SPXW,872612317,SPXW  260519P03400000,20260519,3400.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.7986149829953038,0.0,1.1317081856273145e-22,0.0,-0.0,True,True
SPXW,872612324,SPXW  260519P03600000,20260519,3600.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.7842482628756176,0.0,8.318251914616919e-20,0.0,-0.0,True,True
SPXW,872612331,SPXW  260519P03800000,20260519,3800.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.7799850065843333,-3.552808902057649e-15,4.407604938681965e-17,-1.139546741662498e-13,-6.669347427074842e-13,True,True
SPXW,872612336,SPXW  260519P04000000,20260519,4000.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.7793616418846285,-8.280265247358109e-13,9.091902307289908e-15,6.156112629526422e-11,-7.278285267001111e-11,True,True
SPXW,872612346,SPXW  260519P04200000,20260519,4200.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.7777941525828186,-6.270652199492656e-11,6.236131048232975e-13,4.025089220184616e-09,-6.101274970552633e-09,True,True
SPXW,872612351,SPXW  260519P04400000,20260519,4400.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.7721947515211015,-1.8030107707446647e-09,1.651558494696944e-11,1.0277737595640935e-07,-1.908285647734061e-07,True,True
SPXW,872612358,SPXW  260519P04600000,20260519,4600.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.7606522442810101,-2.4799616390337793e-08,2.1305929110137827e-10,1.2779904652200354e-06,-2.7947375167128907e-06,True,True
SPXW,872612364,SPXW  260519P04800000,20260519,4800.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.7421612993100365,-1.7982500695266132e-07,1.484481714258216e-09,8.537005169458045e-06,-2.0995919587836517e-05,True,True
SPXW,872612375,SPXW  260519P05000000,20260519,5000.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.7164105595126542,-8.622039726103318e-07,6.971212234382361e-09,3.8184752210666285e-05,-0.00010203630523588808,True,True
SPXW,872612388,SPXW  260519P05400000,20260519,5400.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.6444482764755025,-8.928668607084177e-06,7.28564279074284e-08,0.00035316507668915753,-0.0010242575116514532,True,True
SPXW,872612398,SPXW  260519P05500000,20260519,5500.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.6229349500347899,-1.600351430407366e-05,1.306047581275044e-07,0.0006129896376400046,-0.001819960317671298,True,True
SPXW,872612400,SPXW  260519P05600000,20260519,5600.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.6007352778294655,-2.8354190953995813e-05,2.3154258203641322e-07,0.001050539155851099,-0.0031904004351956256,True,True
SPXW,872612410,SPXW  260519P05700000,20260519,5700.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5787738100649351,-5.165840535250234e-05,4.202911487243131e-07,0.0018436054025751103,-0.005761109446384596,True,True
SPXW,872612418,SPXW  260519P05800000,20260519,5800.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5583662891948309,-9.07832145768949e-05,7.382944339533981e-07,0.0031219601453388313,-0.009985941787772686,True,True
SPXW,872612424,SPXW  260519P05900000,20260519,5900.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5411185253942583,-0.0001801527531561369,1.437652265493504e-06,0.005893003349457304,-0.019772772453680476,True,True
SPXW,872612435,SPXW  260519P06000000,20260519,6000.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5272330634024726,-0.00032520342035036165,2.573645948829838e-06,0.010164102632581162,-0.03519765475276165,True,True
SPXW,873616190,SPXW  260519P06025000,20260519,6025.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5236677437572292,-0.0003701657702142035,2.9302843507696424e-06,0.011451910503314622,-0.03983114140879607,True,True
SPXW,873616250,SPXW  260519P06225000,20260519,6225.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.4935734394186625,-0.0006838078039893716,5.82922839581182e-06,0.02024346681822919,-0.06626290034814852,True,True
SPXW,872612574,SPXW  260519P06700000,20260519,6700.0,P,SMART,SPXW,-1.0,-1.0,,0.15,0.33481038660937124,-0.002180932703652386,2.5993478529833563e-05,0.05976567409686595,-0.13954626074552268,True,True
SPXW,872612578,SPXW  260519P06725000,20260519,6725.0,P,SMART,SPXW,-1.0,-1.0,,0.15,0.32559377305315645,-0.0023825456756479285,2.8953854176711695e-05,0.06480630840072976,-0.14840824210497594,True,True
SPXW,872612584,SPXW  260519P06750000,20260519,6750.0,P,SMART,SPXW,-1.0,-1.0,,0.2,0.31649286133120524,-0.002615786819280133,3.241055549659182e-05,0.07057137972423888,-0.15852446312817126,True,True
SPXW,872612595,SPXW  260519P06775000,20260519,6775.0,P,SMART,SPXW,-1.0,-1.0,,0.25,0.30751028304669925,-0.0028862426879949924,3.646063568349152e-05,0.0771750674914955,-0.17006057300911426,True,True
SPXW,879091729,SPXW  260519P06780000,20260519,6780.0,P,SMART,SPXW,-1.0,-1.0,,0.25,0.3057276232240776,-0.002945345761837754,3.735164260762607e-05,0.07860735050263656,-0.17255295273717408,True,True
SPXW,876206508,SPXW  260519P06790000,20260519,6790.0,P,SMART,SPXW,-1.0,-1.0,,0.25,0.30217555030046733,-0.0030689942694124635,3.922258194953274e-05,0.08159189402801204,-0.17773351823067873,True,True
SPXW,872612601,SPXW  260519P06800000,20260519,6800.0,P,SMART,SPXW,-1.0,-1.0,,0.25,0.2986403906017993,-0.0032002795223982777,4.121927215700986e-05,0.08474373639693411,-0.18318382602968608,True,True
SPXW,876206545,SPXW  260519P06810000,20260519,6810.0,P,SMART,SPXW,-1.0,-1.0,,0.25,0.2951210500907957,-0.0033396757917950022,4.335084641937475e-05,0.08807190842320978,-0.1889139815426928,True,True
SPXW,876206573,SPXW  260519P06820000,20260519,6820.0,P,SMART,SPXW,-1.0,-1.0,,0.3,0.29161619818157825,-0.003487677574995394,4.562705432893965e-05,0.09158569242141112,-0.19493363357037288,True,True
SPXW,872612610,SPXW  260519P06825000,20260519,6825.0,P,SMART,SPXW,-1.0,-1.0,,0.3,0.28986872496329436,-0.0035650654511412434,4.682261957896087e-05,0.09341515202293849,-0.1980548741246153,True,True
SPXW,873616295,SPXW  260519P06830000,20260519,6830.0,P,SMART,SPXW,-1.0,-1.0,,0.3,0.2881242973082431,-0.003644798990176244,4.805829609010531e-05,0.09529459591009017,-0.20125182240720285,True,True
SPXW,873616296,SPXW  260519P06840000,20260519,6840.0,P,SMART,SPXW,-1.0,-1.0,,0.3,0.2846436029248609,-0.0038115728972435265,5.065565821589275e-05,0.09920832011390246,-0.20787680953704335,True,True
SPXW,872612616,SPXW  260519P06850000,20260519,6850.0,P,SMART,SPXW,-1.0,-1.0,,0.3,0.2811721635054768,-0.003988549595957208,5.3430949687297744e-05,0.10333672041874208,-0.2148158809695175,True,True
SPXW,873616310,SPXW  260519P06860000,20260519,6860.0,P,SMART,SPXW,-1.0,-1.0,,0.35,0.27770779097553533,-0.004176295056248601,5.639673864683994e-05,0.1076897583177754,-0.22207512361724824,True,True
SPXW,873616316,SPXW  260519P06870000,20260519,6870.0,P,SMART,SPXW,-1.0,-1.0,,0.35,0.2742481789861807,-0.004375388301232436,5.956638629748168e-05,0.11227743729632068,-0.2296591544298483,True,True
SPXW,872612627,SPXW  260519P06875000,20260519,6875.0,P,SMART,SPXW,-1.0,-1.0,,0.35,0.27251939310734347,-0.004479374129257673,6.123205830823929e-05,0.11466238789690664,-0.23357393625434675,True,True
SPXW,873616331,SPXW  260519P06880000,20260519,6880.0,P,SMART,SPXW,-1.0,-1.0,,0.35,0.27079081420853174,-0.004586418423024587,6.295408358300469e-05,0.1171097340269256,-0.23757083509229915,True,True
SPXW,873616336,SPXW  260519P06890000,20260519,6890.0,P,SMART,SPXW,-1.0,-1.0,,0.35,0.26733306503940674,-0.004809981656035806,6.657489594954381e-05,0.12219653460819302,-0.24581099909567783,True,True
SPXW,872612630,SPXW  260519P06900000,20260519,6900.0,P,SMART,SPXW,-1.0,-1.0,,0.4,0.26387212246417385,-0.005046680669038912,7.044484007350275e-05,0.12754762194029468,-0.25437831521407794,True,True
SPXW,873616346,SPXW  260519P06910000,20260519,6910.0,P,SMART,SPXW,-1.0,-1.0,,0.4,0.2604051478996259,-0.005297129976614337,7.45810359106767e-05,0.13317279435057827,-0.26326949667013544,True,True
SPXW,873616358,SPXW  260519P06920000,20260519,6920.0,P,SMART,SPXW,-1.0,-1.0,,0.4,0.2569292436254056,-0.005561973219999932,7.900199900543207e-05,0.13908222931651437,-0.27248014397659226,True,True
SPXW,872612636,SPXW  260519P06925000,20260519,6925.0,P,SMART,SPXW,-1.0,-1.0,,0.4,0.25518706318205997,-0.005700010060190282,8.132555646982283e-05,0.1421470018762605,-0.27720400579152127,True,True
SPXW,873616364,SPXW  260519P06930000,20260519,6930.0,P,SMART,SPXW,-1.0,-1.0,,0.4,0.253441571058306,-0.005841919224818667,8.372815333263318e-05,0.1452872225439208,-0.28200653589393987,True,True
SPXW,873616375,SPXW  260519P06940000,20260519,6940.0,P,SMART,SPXW,-1.0,-1.0,,0.45,0.24993940988942026,-0.006137802284461815,8.878263316520667e-05,0.1518013931404809,-0.2918485573783034,True,True
SPXW,872612645,SPXW  260519P06950000,20260519,6950.0,P,SMART,SPXW,-1.0,-1.0,,0.45,0.24642021722129204,-0.006450667608445968,9.4192397515814e-05,0.15864234534340935,-0.302013672765284,True,True
SPXW,873616384,SPXW  260519P06960000,20260519,6960.0,P,SMART,SPXW,-1.0,-1.0,,0.45,0.2428818936850911,-0.0067818752700269215,9.998960012745424e-05,0.16583362026793225,-0.31252144001674864,True,True
SPXW,882460030,SPXW  260519P06965000,20260519,6965.0,P,SMART,SPXW,-1.0,-1.0,,0.5,0.24110502930318392,-0.006954895628537239,0.00010304532732620542,0.16957009410216983,-0.31791430235281126,True,True
SPXW,873616394,SPXW  260519P06970000,20260519,6970.0,P,SMART,SPXW,-1.0,-1.0,,0.5,0.2393228277934759,-0.007133209406027648,0.00010621308426313696,0.17340664535582562,-0.323407758581137,True,True
SPXW,872612655,SPXW  260519P06975000,20260519,6975.0,P,SMART,SPXW,-1.0,-1.0,,0.5,0.2375351708816668,-0.007317121929495501,0.0001094990087622604,0.1773486975665648,-0.329009355520018,True,True
SPXW,873616404,SPXW  260519P06980000,20260519,6980.0,P,SMART,SPXW,-1.0,-1.0,,0.5,0.23574199943060645,-0.007506976221438363,0.00011290983020916336,0.1814023404297913,-0.3347279648152366,True,True
SPXW,880356620,SPXW  260519P06985000,20260519,6985.0,P,SMART,SPXW,-1.0,-1.0,,0.5,0.2339432986560073,-0.007703154859413288,0.00011645290561286488,0.18557434990439248,-0.34057379128891085,True,True
SPXW,872612681,SPXW  260519P07075000,20260519,7075.0,P,SMART,SPXW,-1.0,-1.0,,0.75,0.2009430243277669,-0.013094301539314807,0.00021668116547705129,0.2941100470032154,-0.4892575107239168,True,True
SPXW,873616452,SPXW  260519P07125000,20260519,7125.0,P,SMART,SPXW,-1.0,-1.0,,0.95,0.18339071898822218,-0.01978695255601396,0.0003367837580001125,0.4154509375694033,-0.6679343411495466,True,True
SPXW,872958638,SPXW  260520P02800000,20260520,2800.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.9825360735146239,0.0,7.282545924803436e-20,0.0,-0.0,True,True
SPXW,872958650,SPXW  260520P03000000,20260520,3000.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.8441923394368912,0.0,2.0371289836057373e-22,0.0,-0.0,True,True
SPXW,872958669,SPXW  260520P03200000,20260520,3200.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.7854731115294729,0.0,2.8243052805965107e-22,0.0,-0.0,True,True
SPXW,872958885,SPXW  260520P05400000,20260520,5400.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.6866266660752117,-5.657043029291923e-05,3.764026484347742e-07,0.002221938838014914,-0.007227570619574714,True,True
SPXW,872958900,SPXW  260520P05500000,20260520,5500.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.6700362116985287,-9.241431810192823e-05,6.146780334016205e-07,0.0035149462205353865,-0.011590475344947546,True,True
SPXW,872958924,SPXW  260520P05600000,20260520,5600.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.6529587037532308,-0.00014162633810636195,9.482463605915288e-07,0.005234732896705951,-0.017320039355305933,True,True
SPXW,872958965,SPXW  260520P05800000,20260520,5800.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.612955733358848,-0.000382365156081801,2.5375734187063857e-06,0.013111593599911764,-0.04477239770737629,True,True
SPXW,872958995,SPXW  260520P05900000,20260520,5900.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5873055267167164,-0.0005452003741396119,3.6783258573657222e-06,0.018189706361698477,-0.06138609277782092,True,True
SPXW,872959008,SPXW  260520P06000000,20260520,6000.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5590952137075491,-0.0007044341907922264,4.922505680771397e-06,0.023063059474105252,-0.07520384453665874,True,True
SPXW,874715301,SPXW  260520P06050000,20260520,6050.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5437423816091532,-0.0007876428611205407,5.6224596928043525e-06,0.02558466808965587,-0.08162721943760243,True,True
SPXW,874715313,SPXW  260520P06075000,20260520,6075.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5358381101204369,-0.0008323158027562324,6.007836715448249e-06,0.02693040042974637,-0.08494078406755246,True,True
SPXW,872959035,SPXW  260520P06100000,20260520,6100.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5278008391810388,-0.000879005253572814,6.41817824876647e-06,0.02833151851696769,-0.08830274278384453,True,True
SPXW,874715331,SPXW  260520P06125000,20260520,6125.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5196446434326941,-0.000927252266375908,6.851967371316427e-06,0.0297746343928873,-0.0916508576049595,True,True
SPXW,874715340,SPXW  260520P06150000,20260520,6150.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5113833018313871,-0.0009767935002714123,7.308877464136984e-06,0.03125224115489722,-0.09494697888317603,True,True
SPXW,874715361,SPXW  260520P06175000,20260520,6175.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.5030295880015497,-0.0010275893967825712,7.790006943268146e-06,0.03276336727426088,-0.0981783735748234,True,True
SPXW,872959049,SPXW  260520P06200000,20260520,6200.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.49458586742918786,-0.0010797946844616042,8.297775718084568e-06,0.03431258941979287,-0.10135269944506264,True,True
SPXW,874715376,SPXW  260520P06225000,20260520,6225.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.4860717440795754,-0.0011337043338680943,8.835667080868432e-06,0.03590838997034318,-0.10449072752216047,True,True
SPXW,874715393,SPXW  260520P06250000,20260520,6250.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.4775000211457192,-0.001189700524018747,9.407963544561758e-06,0.03756159163086181,-0.10761971332458886,True,True
SPXW,872959069,SPXW  260520P06275000,20260520,6275.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.46888119547177054,-0.0012482139953736509,1.0019560011829906e-05,0.0392842353059315,-0.11076874800850424,True,True
SPXW,872959098,SPXW  260520P06300000,20260520,6300.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.4602233392787245,-0.0013097060836430782,1.067590086616952e-05,0.04108905999540724,-0.11396652745980208,True,True
SPXW,872959114,SPXW  260520P06325000,20260520,6325.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.45151962222573905,-0.001374671645256152,1.1383053419899142e-05,0.04298957149197946,-0.11724129596310195,True,True
SPXW,872959131,SPXW  260520P06350000,20260520,6350.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.44276649608380536,-0.001443658348847358,1.2147900480411986e-05,0.04500055697378258,-0.120622271686587,True,True
SPXW,872959155,SPXW  260520P06375000,20260520,6375.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.43397830161183426,-0.001517295366504259,1.2978416564416005e-05,0.0471388398228374,-0.12414170493029042,True,True
SPXW,872959179,SPXW  260520P06400000,20260520,6400.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.42516009503616325,-0.00159632453419785,1.3883988527473109e-05,0.04942407588593411,-0.127836828194694,True,True
SPXW,872959189,SPXW  260520P06425000,20260520,6425.0,P,SMART,SPXW,-1.0,-1.0,,0.05,0.41631678474025463,-0.001681629566674891,1.4875754454840775e-05,0.05187946653476949,-0.13175128123709845,True,True
SPXW,872959199,SPXW  260520P06450000,20260520,6450.0,P,SMART,SPXW,-1.0,-1.0,,0.05,0.4074532791075706,-0.0017742616166934065,1.5966950801241893e-05,0.05453234045788058,-0.1359358917259037,True,True
SPXW,872959224,SPXW  260520P06475000,20260520,6475.0,P,SMART,SPXW,-1.0,-1.0,,0.05,0.39857451609014855,-0.001875461578644087,1.717327187564752e-05,0.05741461399957437,-0.14044889346777367,True,True
SPXW,872959235,SPXW  260520P06500000,20260520,6500.0,P,SMART,SPXW,-1.0,-1.0,,0.1,0.3896850196799747,-0.0019866806864374973,1.851325491201332e-05,0.06056316973002751,-0.1453557505789833,True,True
SPXW,872959256,SPXW  260520P06525000,20260520,6525.0,P,SMART,SPXW,-1.0,-1.0,,0.1,0.38078978696623655,-0.0021096009205475996,2.000870572173528e-05,0.06402019019442484,-0.15072872788942782,True,True
SPXW,872959290,SPXW  260520P06550000,20260520,6550.0,P,SMART,SPXW,-1.0,-1.0,,0.15,0.3718954708783257,-0.00224615632457691,2.16851793159423e-05,0.067833471221185,-0.1566462900400465,True,True
SPXW,872959303,SPXW  260520P06575000,20260520,6575.0,P,SMART,SPXW,-1.0,-1.0,,0.15,0.36301073500873876,-0.0023985577723713864,2.357254392717724e-05,0.07205677566565427,-0.16319250019860654,True,True
SPXW,872959321,SPXW  260520P06600000,20260520,6600.0,P,SMART,SPXW,-1.0,-1.0,,0.2,0.3541460466330518,-0.002569326027551707,2.570567989831928e-05,0.07675034458715402,-0.17045671675203522,True,True
SPXW,872959338,SPXW  260520P06625000,20260520,6625.0,P,SMART,SPXW,-1.0,-1.0,,0.2,0.3453124052611923,-0.002761340199071405,2.8125390851337548e-05,0.08198173254721652,-0.17853397321504882,True,True
SPXW,872959355,SPXW  260520P06650000,20260520,6650.0,P,SMART,SPXW,-1.0,-1.0,,0.25,0.3365199824829856,-0.0029779095390556408,3.087962227647459e-05,0.08782714010984094,-0.18752637791770965,True,True
SPXW,872959374,SPXW  260520P06675000,20260520,6675.0,P,SMART,SPXW,-1.0,-1.0,,0.25,0.327776909656577,-0.0032228749078888155,3.402508218126672e-05,0.09437335534038738,-0.19754564000000485,True,True
SPXW,872959401,SPXW  260520P06700000,20260520,6700.0,P,SMART,SPXW,-1.0,-1.0,,0.3,0.31908830214545425,-0.00350074315999835,3.762934577344656e-05,0.10172031756100353,-0.2087165275955538,True,True
SPXW,872959424,SPXW  260520P06725000,20260520,6725.0,P,SMART,SPXW,-1.0,-1.0,,0.3,0.3104561706127224,-0.003816854758205181,4.177351375535514e-05,0.10998422508279047,-0.2211808176569825,True,True
SPXW,872959441,SPXW  260520P06750000,20260520,6750.0,P,SMART,SPXW,-1.0,-1.0,,0.35,0.30187921404107815,-0.004177583592265352,4.65554957155744e-05,0.11930106164279763,-0.2351011936270968,True,True
SPXW,872959458,SPXW  260520P06775000,20260520,6775.0,P,SMART,SPXW,-1.0,-1.0,,0.35,0.2933533223985863,-0.004590570763205142,5.209403139181487e-05,0.12983047156287597,-0.2506647083502678,True,True
SPXW,879092168,SPXW  260520P06780000,20260520,6780.0,P,SMART,SPXW,-1.0,-1.0,,0.35,0.2916537502719219,-0.00468021679487981,5.3304725108625063e-05,0.13209782758187316,-0.25399294654215154,True,True
SPXW,879092182,SPXW  260520P06790000,20260520,6790.0,P,SMART,SPXW,-1.0,-1.0,,0.4,0.2882596326763557,-0.0048671945041181205,5.583917739973198e-05,0.13680689873752527,-0.2608795206511143,True,True
SPXW,872959478,SPXW  260520P06800000,20260520,6800.0,P,SMART,SPXW,-1.0,-1.0,,0.4,0.2848718723244303,-0.00506500222632917,5.853366058435061e-05,0.141760087508068,-0.2680858522280811,True,True
SPXW,879092202,SPXW  260520P06810000,20260520,6810.0,P,SMART,SPXW,-1.0,-1.0,,0.4,0.2814898187074942,-0.005274386674387865,6.140012829408009e-05,0.14697218009369095,-0.2756282205051477,True,True
SPXW,877195785,SPXW  260520P06820000,20260520,6820.0,P,SMART,SPXW,-1.0,-1.0,,0.4,0.2781128508854707,-0.005496153196634096,6.445154955000917e-05,0.1524589559860701,-0.2835237599907714,True,True
SPXW,872959488,SPXW  260520P06825000,20260520,6825.0,P,SMART,SPXW,-1.0,-1.0,,0.45,0.27642608195181323,-0.005611948614364323,6.605097107253467e-05,0.15531056857987124,-0.2876095624329942,True,True
SPXW,877195800,SPXW  260520P06830000,20260520,6830.0,P,SMART,SPXW,-1.0,-1.0,,0.45,0.2747403183497083,-0.005731170558443689,6.770200216838264e-05,0.15823725158570312,-0.2917904795972035,True,True
SPXW,877195822,SPXW  260520P06840000,20260520,6840.0,P,SMART,SPXW,-1.0,-1.0,,0.45,0.2713714818858301,-0.005980375847552668,7.116677300531224e-05,0.1643250210312388,-0.30044726281145273,True,True
SPXW,872959518,SPXW  260520P06850000,20260520,6850.0,P,SMART,SPXW,-1.0,-1.0,,0.45,0.26800569098518456,-0.006244779307361996,7.486246395243358e-05,0.17074138937962147,-0.30951383679719413,True,True
SPXW,876651582,SPXW  260520P06860000,20260520,6860.0,P,SMART,SPXW,-1.0,-1.0,,0.5,0.2646422655705449,-0.006525468879901868,7.880710244344036e-05,0.17750669305914357,-0.3190106980440923,True,True
SPXW,876651627,SPXW  260520P06870000,20260520,6870.0,P,SMART,SPXW,-1.0,-1.0,,0.5,0.2612806142704096,-0.0068236143122250795,8.302025594691355e-05,0.18464250444888108,-0.3289589873417782,True,True
SPXW,872959539,SPXW  260520P06875000,20260520,6875.0,P,SMART,SPXW,-1.0,-1.0,,0.5,0.2596002912861182,-0.0069796218934646565,8.523409184618793e-05,0.18835643444383263,-0.3341091631374944,True,True
SPXW,876651653,SPXW  260520P06880000,20260520,6880.0,P,SMART,SPXW,-1.0,-1.0,,0.5,0.25792020485042744,-0.007140471307945051,8.752315568551542e-05,0.19217165171676953,-0.33938034103167425,True,True
SPXW,874715413,SPXW  260520P06890000,20260520,6890.0,P,SMART,SPXW,-1.0,-1.0,,0.55,0.25456065291912244,-0.00747738725067051,9.233884455243738e-05,0.2001182677401161,-0.35029679756791055,True,True
SPXW,872959553,SPXW  260520P06900000,20260520,6900.0,P,SMART,SPXW,-1.0,-1.0,,0.55,0.251201721927894,-0.007835812366551892,9.749238593168236e-05,0.208507951387233,-0.3617309505713173,True,True
SPXW,874715430,SPXW  260520P06910000,20260520,6910.0,P,SMART,SPXW,-1.0,-1.0,,0.55,0.24784341187674205,-0.008217323627270614,0.00010301120233571916,0.21736819388882367,-0.37370669201589735,True,True
SPXW,872959590,SPXW  260520P06950000,20260520,6950.0,P,SMART,SPXW,-1.0,-1.0,,0.65,0.23442263482652795,-0.01001401606923362,0.00012941343732972787,0.25820445134652914,-0.4276992827541335,True,True
SPXW,874715583,SPXW  260520P07020000,20260520,7020.0,P,SMART,SPXW,-1.0,-1.0,,0.85,0.21122484580101372,-0.014847430329720517,0.000201612583041852,0.36176959620686944,-0.5617109170783365,True,True
SPXW,872959648,SPXW  260520P07025000,20260520,7025.0,P,SMART,SPXW,-1.0,-1.0,,0.85,0.20960574455141257,-0.01532952201058934,0.00020875558832935575,0.37165578897435125,-0.5746643728743521,True,True
SPXW,874715592,SPXW  260520P07030000,20260520,7030.0,P,SMART,SPXW,-1.0,-1.0,,0.9,0.2079952625414454,-0.015837202272995857,0.00021625736798847772,0.3819892178129862,-0.5882485114366602,True,True
SPXW,879092256,SPXW  260520P07035000,20260520,7035.0,P,SMART,SPXW,-1.0,-1.0,,0.9,0.2063942720440769,-0.016372105906945416,0.0002241387624117083,0.39279335233899815,-0.6024980578381331,True,True
SPXW,874715606,SPXW  260520P07040000,20260520,7040.0,P,SMART,SPXW,-1.0,-1.0,,0.95,0.20480366011655932,-0.01693593930280748,0.000232421454592316,0.40409208046003187,-0.6174479533459589,True,True
SPXW,879092261,SPXW  260520P07045000,20260520,7045.0,P,SMART,SPXW,-1.0,-1.0,,0.95,0.20322440252187002,-0.01753049433355443,0.0002411280890800567,0.4159098972120887,-0.6331337685234502,True,True
SPXW,872959686,SPXW  260520P07050000,20260520,7050.0,P,SMART,SPXW,-1.0,-1.0,,1.0,0.2016574750229865,-0.01815766666644768,0.0002502824278444857,0.428272162674574,-0.6495922640086889,True,True
SPXW,879092286,SPXW  260520P07055000,20260520,7055.0,P,SMART,SPXW,-1.0,-1.0,,1.0,0.20010391252003631,-0.01881947849648344,0.0002599095410359188,0.441205423277637,-0.6668620877466509,True,True
SPXW,874715626,SPXW  260520P07060000,20260520,7060.0,P,SMART,SPXW,-1.0,-1.0,,1.0,0.19856479426600968,-0.01951810558717019,0.0002700360291270358,0.45473778845951074,-0.6849845933867016,True,True
SPXW,879092300,SPXW  260520P07065000,20260520,7065.0,P,SMART,SPXW,-1.0,-1.0,,1.05,0.19704122908247182,-0.020255907557784072,0.00028069026391053475,0.4688993370381809,-0.7040047275026353,True,True
SPXW,874715643,SPXW  260520P07070000,20260520,7070.0,P,SMART,SPXW,-1.0,-1.0,,1.05,0.1955343553595631,-0.021035458714987906,0.00029190262101666233,0.483722499068449,-0.723971871772207,True,True
SPXW,872959703,SPXW  260520P07075000,20260520,7075.0,P,SMART,SPXW,-1.0,-1.0,,1.1,0.19404535584028645,-0.021859573159356983,0.0003037056456864513,0.4992422983688414,-0.7449403948882889,True,True
SPXW,874715661,SPXW  260520P07080000,20260520,7080.0,P,SMART,SPXW,-1.0,-1.0,,1.1,0.1925753984833573,-0.02273131434895267,0.0003161340649854816,0.5154962866250798,-0.766969549050188,True,True
SPXW,879092311,SPXW  260520P07085000,20260520,7085.0,P,SMART,SPXW,-1.0,-1.0,,1.15,0.19112572516892876,-0.023653977285638273,0.00032922454746855533,0.5325239789333409,-0.7901222954295974,True,True
SPXW,874715673,SPXW  260520P07090000,20260520,7090.0,P,SMART,SPXW,-1.0,-1.0,,1.15,0.18969751864000375,-0.024631035649602517,0.00034301515555736474,0.5503656913971042,-0.8144628324128291,True,True
SPXW,879092334,SPXW  260520P07095000,20260520,7095.0,P,SMART,SPXW,-1.0,-1.0,,1.2,0.1882920059924479,-0.025666058832770757,0.0003575445524395012,0.56906091249067,-0.8400530948206892,True,True
SPXW,872959723,SPXW  260520P07100000,20260520,7100.0,P,SMART,SPXW,-1.0,-1.0,,1.25,0.1869103995378391,-0.026762623207523664,0.0003728511922747516,0.5886466656226048,-0.8669491998860082,True,True
SPXW,879092351,SPXW  260520P07105000,20260520,7105.0,P,SMART,SPXW,-1.0,-1.0,,1.25,0.1855538228820303,-0.027924258819320043,0.00038897285297042255,0.6091565694977135,-0.895199371738201,True,True
SPXW,875450327,SPXW  260520P07110000,20260520,7110.0,P,SMART,SPXW,-1.0,-1.0,,1.3,0.18422342919944928,-0.029154473800506935,0.000405946851965983,0.6306212575503594,-0.9248448070047744,True,True
SPXW,873298502,SPXW  260521P02800000,20260521,2800.0,P,SMART,SPXW,-1.0,-1.0,,0.0,0.931436194306511,-1.110252782495676e-16,9.364055338204202e-19,-9.157099534818177e-14,-0.0,True,True
