ContractSuffix,OptionRoot,OptionType,DeltaPct,TargetDelta,N,Corr,StartDate,EndDate
(Jun 25),SPX,c,30.0,0.3,178,0.7559840079206643,2024-06-20,2025-07-17
(Jun 25),SPX,c,35.0,0.35,178,0.7909472053496237,2024-06-20,2025-07-17
(Jun 25),SPX,c,40.0,0.4,178,0.819935638681213,2024-06-20,2025-07-17
(Jun 25),SPX,c,45.0,0.45,178,0.8356443559922981,2024-06-20,2025-07-17
(Jun 25),SPX,c,50.0,0.5,178,0.8767762519742902,2024-06-20,2025-07-17
(Jun 25),VIX,c,0.1,0.001,142,,2024-09-26,2025-06-17
(Jun 25),VIX,c,0.5,0.005,157,,2024-09-26,2025-06-17
(Jun 25),VIX,c,1.0,0.01,168,,2024-09-26,2025-06-17
(Jun 25),VIX,c,2.0,0.02,171,,2024-09-26,2025-06-17
(Jun 25),VIX,c,5.0,0.05,172,,2024-09-26,2025-06-17
(Jun 25),VIX,c,10.0,0.1,173,,2024-09-26,2025-06-17
(Jun 25),VIX,c,15.0,0.15,174,0.08391851607426509,2024-09-26,2025-06-17
(Jun 25),VIX,c,20.0,0.2,174,0.49269096308581467,2024-09-26,2025-06-17
(Jun 25),VIX,c,25.0,0.25,174,0.6502119463348782,2024-09-26,2025-06-17
(Jun 25),VIX,c,30.0,0.3,174,0.7565766152811388,2024-09-26,2025-06-17
(Jun 25),VIX,c,35.0,0.35,174,0.7507344617256434,2024-09-26,2025-06-17
(Jun 25),VIX,c,40.0,0.4,174,0.7753089730356492,2024-09-26,2025-06-17
(Jun 25),VIX,c,45.0,0.45,174,0.7704252448362124,2024-09-26,2025-06-17
(Jun 25),VIX,c,50.0,0.5,174,0.8007811977214222,2024-09-26,2025-06-17
(Jul 25),SPX,p,0.1,-0.001,177,0.08255821423813216,2024-07-18,2025-08-14
(Jul 25),SPX,p,0.5,-0.005,177,0.4456834212141984,2024-07-18,2025-08-14
(Jul 25),SPX,p,1.0,-0.01,177,0.6936779669240142,2024-07-18,2025-08-14
(Jul 25),SPX,p,2.0,-0.02,177,0.7937805082606726,2024-07-18,2025-08-14
(Jul 25),SPX,p,5.0,-0.05,177,0.8566892576274892,2024-07-18,2025-08-14
(Jul 25),SPX,p,10.0,-0.1,177,0.8539050005321805,2024-07-18,2025-08-14
(Jul 25),SPX,p,15.0,-0.15,177,0.8588054783091827,2024-07-18,2025-08-14
(Jul 25),SPX,p,20.0,-0.2,177,0.8698772553701216,2024-07-18,2025-08-14
(Jul 25),SPX,p,25.0,-0.25,177,0.8919101815934231,2024-07-18,2025-08-14
(Jul 25),SPX,p,30.0,-0.3,177,0.8686691873110797,2024-07-18,2025-08-14
(Jul 25),SPX,p,35.0,-0.35,177,0.8907888107251951,2024-07-18,2025-08-14
(Jul 25),SPX,p,40.0,-0.4,177,0.8892849879481655,2024-07-18,2025-08-14
(Jul 25),SPX,p,45.0,-0.45,177,0.8885804597321894,2024-07-18,2025-08-14
(Jul 25),SPX,p,50.0,-0.5,177,0.8826941758144978,2024-07-18,2025-08-14
(Jul 25),VIX,p,0.1,-0.001,24,,2024-10-24,2025-07-15
(Jul 25),VIX,p,0.5,-0.005,23,,2024-10-24,2025-07-15
(Jul 25),VIX,p,1.0,-0.01,96,,2024-10-24,2025-07-15
(Jul 25),VIX,p,2.0,-0.02,154,,2024-10-24,2025-07-15
(Jul 25),VIX,p,5.0,-0.05,166,,2024-10-24,2025-07-15
(Jul 25),VIX,p,10.0,-0.1,174,,2024-10-24,2025-07-15
(Jul 25),VIX,p,15.0,-0.15,174,0.0705716633665258,2024-10-24,2025-07-15
(Jul 25),VIX,p,20.0,-0.2,174,0.4299893933494793,2024-10-24,2025-07-15
(Jul 25),VIX,p,25.0,-0.25,174,0.48837732954857255,2024-10-24,2025-07-15
(Jul 25),VIX,p,30.0,-0.3,174,0.48766680966195286,2024-10-24,2025-07-15
(Jul 25),VIX,p,35.0,-0.35,174,0.5984698052456892,2024-10-24,2025-07-15
(Jul 25),VIX,p,40.0,-0.4,174,0.5069227591918768,2024-10-24,2025-07-15
(Jul 25),VIX,p,45.0,-0.45,174,0.6617477230550495,2024-10-24,2025-07-15
(Jul 25),VIX,p,50.0,-0.5,174,0.6557096386702466,2024-10-24,2025-07-15
(Jul 25),SPX,c,0.1,0.001,106,,2024-07-18,2025-08-14
(Jul 25),SPX,c,0.5,0.005,177,-0.18048043277092285,2024-07-18,2025-08-14
(Jul 25),SPX,c,1.0,0.01,177,0.13294393424461617,2024-07-18,2025-08-14
(Jul 25),SPX,c,2.0,0.02,177,0.2091082682084177,2024-07-18,2025-08-14
(Jul 25),SPX,c,5.0,0.05,177,0.21903749193893213,2024-07-18,2025-08-14
(Jul 25),SPX,c,10.0,0.1,177,0.23768585719665386,2024-07-18,2025-08-14
(Jul 25),SPX,c,15.0,0.15,177,0.4310971618800697,2024-07-18,2025-08-14
(Jul 25),SPX,c,20.0,0.2,177,0.4686306024825556,2024-07-18,2025-08-14
(Jul 25),SPX,c,25.0,0.25,177,0.5446540668807636,2024-07-18,2025-08-14
(Jul 25),SPX,c,30.0,0.3,177,0.7021597789422552,2024-07-18,2025-08-14
(Jul 25),SPX,c,35.0,0.35,177,0.7844060867467306,2024-07-18,2025-08-14
(Jul 25),SPX,c,40.0,0.4,177,0.8171934157596329,2024-07-18,2025-08-14
(Jul 25),SPX,c,45.0,0.45,177,0.8103221378040706,2024-07-18,2025-08-14
(Jul 25),SPX,c,50.0,0.5,177,0.8498940340233119,2024-07-18,2025-08-14
(Jul 25),VIX,c,0.1,0.001,145,,2024-10-24,2025-07-15
(Jul 25),VIX,c,0.5,0.005,165,,2024-10-24,2025-07-15
(Jul 25),VIX,c,1.0,0.01,173,,2024-10-24,2025-07-15
(Jul 25),VIX,c,2.0,0.02,174,,2024-10-24,2025-07-15
(Jul 25),VIX,c,5.0,0.05,174,,2024-10-24,2025-07-15
(Jul 25),VIX,c,10.0,0.1,174,,2024-10-24,2025-07-15
(Jul 25),VIX,c,15.0,0.15,174,0.15018365001414483,2024-10-24,2025-07-15
(Jul 25),VIX,c,20.0,0.2,174,0.34524869595867386,2024-10-24,2025-07-15
(Jul 25),VIX,c,25.0,0.25,174,0.510724070773438,2024-10-24,2025-07-15
(Jul 25),VIX,c,30.0,0.3,174,0.49384838665847386,2024-10-24,2025-07-15
(Jul 25),VIX,c,35.0,0.35,174,0.5519451480751142,2024-10-24,2025-07-15
(Jul 25),VIX,c,40.0,0.4,174,0.581879498725579,2024-10-24,2025-07-15
(Jul 25),VIX,c,45.0,0.45,174,0.6291247146290693,2024-10-24,2025-07-15
(Jul 25),VIX,c,50.0,0.5,174,0.5721249963684905,2024-10-24,2025-07-15
(Aug 25),SPX,p,0.1,-0.001,178,-0.08226528175301245,2024-06-17,2025-09-18
(Aug 25),SPX,p,0.5,-0.005,178,0.280385154438087,2024-06-17,2025-09-18
(Aug 25),SPX,p,1.0,-0.01,178,0.5397354201847464,2024-06-17,2025-09-18
(Aug 25),SPX,p,2.0,-0.02,178,0.8134216821420193,2024-06-17,2025-09-18
(Aug 25),SPX,p,5.0,-0.05,178,0.8715643415535825,2024-06-17,2025-09-18
(Aug 25),SPX,p,10.0,-0.1,178,0.8803338588728022,2024-06-17,2025-09-18
(Aug 25),SPX,p,15.0,-0.15,178,0.8858891282891559,2024-06-17,2025-09-18
(Aug 25),SPX,p,20.0,-0.2,178,0.8927017885658955,2024-06-17,2025-09-18
(Aug 25),SPX,p,25.0,-0.25,178,0.9043227952922427,2024-06-17,2025-09-18
(Aug 25),SPX,p,30.0,-0.3,178,0.9051331816493282,2024-06-17,2025-09-18
(Aug 25),SPX,p,35.0,-0.35,178,0.90331763189985,2024-06-17,2025-09-18
(Aug 25),SPX,p,40.0,-0.4,178,0.8972869718256373,2024-06-17,2025-09-18
(Aug 25),SPX,p,45.0,-0.45,178,0.9167247360303916,2024-06-17,2025-09-18
(Aug 25),SPX,p,50.0,-0.5,178,0.9065934599586402,2024-06-17,2025-09-18
(Aug 25),VIX,p,0.1,-0.001,30,,2024-11-29,2025-08-19
(Aug 25),VIX,p,0.5,-0.005,28,,2024-11-29,2025-08-19
(Aug 25),VIX,p,1.0,-0.01,102,,2024-11-29,2025-08-19
(Aug 25),VIX,p,2.0,-0.02,151,,2024-11-29,2025-08-19
(Aug 25),VIX,p,5.0,-0.05,168,,2024-11-29,2025-08-19
(Aug 25),VIX,p,10.0,-0.1,174,0.3564287070563285,2024-11-29,2025-08-19
(Aug 25),VIX,p,15.0,-0.15,174,0.34285953653065254,2024-11-29,2025-08-19
(Aug 25),VIX,p,20.0,-0.2,174,0.4810859989388058,2024-11-29,2025-08-19
(Aug 25),VIX,p,25.0,-0.25,174,0.46230590863694787,2024-11-29,2025-08-19
(Aug 25),VIX,p,30.0,-0.3,174,0.5144893095387099,2024-11-29,2025-08-19
(Aug 25),VIX,p,35.0,-0.35,174,0.5460425865880131,2024-11-29,2025-08-19
(Aug 25),VIX,p,40.0,-0.4,174,0.036544525472168236,2024-11-29,2025-08-19
(Aug 25),VIX,p,45.0,-0.45,174,0.686299516008919,2024-11-29,2025-08-19
(Aug 25),VIX,p,50.0,-0.5,174,0.6022732251016739,2024-11-29,2025-08-19
(Aug 25),SPX,c,0.1,0.001,139,,2024-06-17,2025-09-18
(Aug 25),SPX,c,0.5,0.005,178,,2024-06-17,2025-09-18
(Aug 25),SPX,c,1.0,0.01,178,0.12583635690204373,2024-06-17,2025-09-18
(Aug 25),SPX,c,2.0,0.02,178,0.09547551361670482,2024-06-17,2025-09-18
(Aug 25),SPX,c,5.0,0.05,178,0.26349264607702816,2024-06-17,2025-09-18
(Aug 25),SPX,c,10.0,0.1,178,0.39071924280391584,2024-06-17,2025-09-18
(Aug 25),SPX,c,15.0,0.15,178,0.42339873257908867,2024-06-17,2025-09-18
(Aug 25),SPX,c,20.0,0.2,178,0.5592633490447243,2024-06-17,2025-09-18
(Aug 25),SPX,c,25.0,0.25,178,0.6141110024487743,2024-06-17,2025-09-18
(Aug 25),SPX,c,30.0,0.3,178,0.7551676280649546,2024-06-17,2025-09-18
(Aug 25),SPX,c,35.0,0.35,178,0.7963563677688004,2024-06-17,2025-09-18
(Aug 25),SPX,c,40.0,0.4,178,0.8184570722293363,2024-06-17,2025-09-18
(Aug 25),SPX,c,45.0,0.45,178,0.8272756123702075,2024-06-17,2025-09-18
(Aug 25),SPX,c,50.0,0.5,178,0.8518084384224507,2024-06-17,2025-09-18
(Aug 25),VIX,c,0.1,0.001,139,,2024-11-29,2025-08-19
(Aug 25),VIX,c,0.5,0.005,143,,2024-11-29,2025-08-19
(Aug 25),VIX,c,1.0,0.01,172,,2024-11-29,2025-08-19
(Aug 25),VIX,c,2.0,0.02,174,0.10515896397433787,2024-11-29,2025-08-19
(Aug 25),VIX,c,5.0,0.05,174,0.31464513465683625,2024-11-29,2025-08-19
(Aug 25),VIX,c,10.0,0.1,174,0.553951524700087,2024-11-29,2025-08-19
(Aug 25),VIX,c,15.0,0.15,174,0.6075454852706045,2024-11-29,2025-08-19
(Aug 25),VIX,c,20.0,0.2,174,0.5885978866592579,2024-11-29,2025-08-19
(Aug 25),VIX,c,25.0,0.25,174,0.6305066745328396,2024-11-29,2025-08-19
(Aug 25),VIX,c,30.0,0.3,174,0.6727637373007113,2024-11-29,2025-08-19
(Aug 25),VIX,c,35.0,0.35,174,0.6205366276792749,2024-11-29,2025-08-19
(Aug 25),VIX,c,40.0,0.4,174,0.6283704681448956,2024-11-29,2025-08-19
(Aug 25),VIX,c,45.0,0.45,174,0.7647490818897649,2024-11-29,2025-08-19
(Aug 25),VIX,c,50.0,0.5,174,0.7309468738375536,2024-11-29,2025-08-19
(Sep 25),SPX,p,0.1,-0.001,182,-0.2697670290452497,2024-09-19,2025-10-16
(Sep 25),SPX,p,0.5,-0.005,182,0.38162958351836773,2024-09-19,2025-10-16
(Sep 25),SPX,p,1.0,-0.01,182,0.5986129869435834,2024-09-19,2025-10-16
(Sep 25),SPX,p,2.0,-0.02,182,0.7706463042979326,2024-09-19,2025-10-16
(Sep 25),SPX,p,5.0,-0.05,182,0.8750819753231063,2024-09-19,2025-10-16
(Sep 25),SPX,p,10.0,-0.1,182,0.8736964305123369,2024-09-19,2025-10-16
(Sep 25),SPX,p,15.0,-0.15,182,0.8758328886370217,2024-09-19,2025-10-16
(Sep 25),SPX,p,20.0,-0.2,182,0.8724643337442666,2024-09-19,2025-10-16
(Sep 25),SPX,p,25.0,-0.25,182,0.8877679458185149,2024-09-19,2025-10-16
(Sep 25),SPX,p,30.0,-0.3,182,0.905084268185938,2024-09-19,2025-10-16
(Sep 25),SPX,p,35.0,-0.35,182,0.9062323723281831,2024-09-19,2025-10-16
(Sep 25),SPX,p,40.0,-0.4,182,0.9046991473711237,2024-09-19,2025-10-16
(Sep 25),SPX,p,45.0,-0.45,182,0.9006337788407911,2024-09-19,2025-10-16
(Sep 25),SPX,p,50.0,-0.5,182,0.8914767789281475,2024-09-19,2025-10-16
(Sep 25),VIX,p,0.1,-0.001,63,,2024-12-26,2025-09-16
(Sep 25),VIX,p,0.5,-0.005,61,,2024-12-26,2025-09-16
(Sep 25),VIX,p,1.0,-0.01,114,,2024-12-26,2025-09-16
(Sep 25),VIX,p,2.0,-0.02,160,,2024-12-26,2025-09-16
(Sep 25),VIX,p,5.0,-0.05,171,,2024-12-26,2025-09-16
(Sep 25),VIX,p,10.0,-0.1,179,,2024-12-26,2025-09-16
(Sep 25),VIX,p,15.0,-0.15,179,,2024-12-26,2025-09-16
(Sep 25),VIX,p,20.0,-0.2,179,0.16137547736727015,2024-12-26,2025-09-16
(Sep 25),VIX,p,25.0,-0.25,179,0.49035500108255764,2024-12-26,2025-09-16
(Sep 25),VIX,p,30.0,-0.3,179,0.5367212962497648,2024-12-26,2025-09-16
(Sep 25),VIX,p,35.0,-0.35,179,0.40078070295858853,2024-12-26,2025-09-16
(Sep 25),VIX,p,40.0,-0.4,179,-0.01421977880299983,2024-12-26,2025-09-16
(Sep 25),VIX,p,45.0,-0.45,179,0.610636307325441,2024-12-26,2025-09-16
(Sep 25),VIX,p,50.0,-0.5,179,0.5106517212991095,2024-12-26,2025-09-16
(Sep 25),SPX,c,0.1,0.001,79,,2024-09-19,2025-10-16
(Sep 25),SPX,c,0.5,0.005,182,,2024-09-19,2025-10-16
(Sep 25),SPX,c,1.0,0.01,182,0.010318316818866994,2024-09-19,2025-10-16
(Sep 25),SPX,c,2.0,0.02,182,0.2025352571533413,2024-09-19,2025-10-16
(Sep 25),SPX,c,5.0,0.05,182,0.19551826169765507,2024-09-19,2025-10-16
(Sep 25),SPX,c,10.0,0.1,182,0.35300121289427416,2024-09-19,2025-10-16
(Sep 25),SPX,c,15.0,0.15,182,0.41048884284711157,2024-09-19,2025-10-16
(Sep 25),SPX,c,20.0,0.2,182,0.4931031964267186,2024-09-19,2025-10-16
(Sep 25),SPX,c,25.0,0.25,182,0.555401866920994,2024-09-19,2025-10-16
(Sep 25),SPX,c,30.0,0.3,182,0.5742791769999921,2024-09-19,2025-10-16
(Sep 25),SPX,c,35.0,0.35,182,0.7033974700687843,2024-09-19,2025-10-16
(Sep 25),SPX,c,40.0,0.4,182,0.7661364912164842,2024-09-19,2025-10-16
(Sep 25),SPX,c,45.0,0.45,182,0.8144666221054896,2024-09-19,2025-10-16
(Sep 25),SPX,c,50.0,0.5,182,0.8192431735118784,2024-09-19,2025-10-16
(Sep 25),VIX,c,0.1,0.001,131,,2024-12-26,2025-09-16
(Sep 25),VIX,c,0.5,0.005,133,,2024-12-26,2025-09-16
(Sep 25),VIX,c,1.0,0.01,168,,2024-12-26,2025-09-16
(Sep 25),VIX,c,2.0,0.02,177,,2024-12-26,2025-09-16
(Sep 25),VIX,c,5.0,0.05,179,,2024-12-26,2025-09-16
(Sep 25),VIX,c,10.0,0.1,179,,2024-12-26,2025-09-16
(Sep 25),VIX,c,15.0,0.15,179,,2024-12-26,2025-09-16
(Sep 25),VIX,c,20.0,0.2,179,0.05487196956717515,2024-12-26,2025-09-16
(Sep 25),VIX,c,25.0,0.25,179,0.20187788751711191,2024-12-26,2025-09-16
(Sep 25),VIX,c,30.0,0.3,179,0.3448626189740356,2024-12-26,2025-09-16
(Sep 25),VIX,c,35.0,0.35,179,0.47083211009021575,2024-12-26,2025-09-16
(Sep 25),VIX,c,40.0,0.4,179,0.4532437644167311,2024-12-26,2025-09-16
(Sep 25),VIX,c,45.0,0.45,179,0.49785747062036384,2024-12-26,2025-09-16
(Sep 25),VIX,c,50.0,0.5,179,0.5979327749635366,2024-12-26,2025-09-16
(Oct 25),SPX,p,0.1,-0.001,186,,2024-10-17,2025-11-20
(Oct 25),SPX,p,0.5,-0.005,186,0.37721158355024453,2024-10-17,2025-11-20
(Oct 25),SPX,p,1.0,-0.01,186,0.5286443092281808,2024-10-17,2025-11-20
(Oct 25),SPX,p,2.0,-0.02,186,0.745437736938472,2024-10-17,2025-11-20
(Oct 25),SPX,p,5.0,-0.05,186,0.8550617412837264,2024-10-17,2025-11-20
(Oct 25),SPX,p,10.0,-0.1,186,0.8932278062800161,2024-10-17,2025-11-20
(Oct 25),SPX,p,15.0,-0.15,186,0.9193301862009305,2024-10-17,2025-11-20
(Oct 25),SPX,p,20.0,-0.2,186,0.9046043569617171,2024-10-17,2025-11-20
(Oct 25),SPX,p,25.0,-0.25,186,0.9123917390348341,2024-10-17,2025-11-20
(Oct 25),SPX,p,30.0,-0.3,186,0.9128892576144316,2024-10-17,2025-11-20
(Oct 25),SPX,p,35.0,-0.35,186,0.9159036109209098,2024-10-17,2025-11-20
(Oct 25),SPX,p,40.0,-0.4,186,0.9080333320656435,2024-10-17,2025-11-20
(Oct 25),SPX,p,45.0,-0.45,186,0.9087297204978275,2024-10-17,2025-11-20
(Oct 25),SPX,p,50.0,-0.5,186,0.911163356917753,2024-10-17,2025-11-20
(Oct 25),VIX,p,0.1,-0.001,28,,2025-01-30,2025-10-22
(Oct 25),VIX,p,0.5,-0.005,25,,2025-01-30,2025-10-22
(Oct 25),VIX,p,1.0,-0.01,81,,2025-01-30,2025-10-22
(Oct 25),VIX,p,2.0,-0.02,167,,2025-01-30,2025-10-22
(Oct 25),VIX,p,5.0,-0.05,176,,2025-01-30,2025-10-22
(Oct 25),VIX,p,10.0,-0.1,183,,2025-01-30,2025-10-22
(Oct 25),VIX,p,15.0,-0.15,183,,2025-01-30,2025-10-22
(Oct 25),VIX,p,20.0,-0.2,183,,2025-01-30,2025-10-22
(Oct 25),VIX,p,25.0,-0.25,183,0.4649897275027154,2025-01-30,2025-10-22
(Oct 25),VIX,p,30.0,-0.3,183,0.578079826653404,2025-01-30,2025-10-22
(Oct 25),VIX,p,35.0,-0.35,183,0.597353327684479,2025-01-30,2025-10-22
(Oct 25),VIX,p,40.0,-0.4,183,0.06898527557244671,2025-01-30,2025-10-22
(Oct 25),VIX,p,45.0,-0.45,183,0.6313676963108502,2025-01-30,2025-10-22
(Oct 25),VIX,p,50.0,-0.5,183,0.6786904976071167,2025-01-30,2025-10-22
(Oct 25),SPX,c,0.1,0.001,144,,2024-10-17,2025-11-20
(Oct 25),SPX,c,0.5,0.005,186,-0.044864342013113415,2024-10-17,2025-11-20
(Oct 25),SPX,c,1.0,0.01,186,-0.11794627304955697,2024-10-17,2025-11-20
(Oct 25),SPX,c,2.0,0.02,186,0.06774083520936024,2024-10-17,2025-11-20
(Oct 25),SPX,c,5.0,0.05,186,0.18843904245954818,2024-10-17,2025-11-20
(Oct 25),SPX,c,10.0,0.1,186,0.27287585392617486,2024-10-17,2025-11-20
(Oct 25),SPX,c,15.0,0.15,186,0.5414132777180021,2024-10-17,2025-11-20
(Oct 25),SPX,c,20.0,0.2,186,0.5973521907755028,2024-10-17,2025-11-20
(Oct 25),SPX,c,25.0,0.25,186,0.6152825317078313,2024-10-17,2025-11-20
(Oct 25),SPX,c,30.0,0.3,186,0.7443072058537231,2024-10-17,2025-11-20
(Oct 25),SPX,c,35.0,0.35,186,0.7328317687496136,2024-10-17,2025-11-20
(Oct 25),SPX,c,40.0,0.4,186,0.8400824341174024,2024-10-17,2025-11-20
(Oct 25),SPX,c,45.0,0.45,186,0.8491133244388422,2024-10-17,2025-11-20
(Oct 25),SPX,c,50.0,0.5,186,0.8789833708369691,2024-10-17,2025-11-20
(Oct 25),VIX,c,0.1,0.001,147,,2025-01-30,2025-10-22
(Oct 25),VIX,c,0.5,0.005,161,,2025-01-30,2025-10-22
(Oct 25),VIX,c,1.0,0.01,178,,2025-01-30,2025-10-22
(Oct 25),VIX,c,2.0,0.02,179,,2025-01-30,2025-10-22
(Oct 25),VIX,c,5.0,0.05,183,,2025-01-30,2025-10-22
(Oct 25),VIX,c,10.0,0.1,183,,2025-01-30,2025-10-22
(Oct 25),VIX,c,15.0,0.15,183,,2025-01-30,2025-10-22
(Oct 25),VIX,c,20.0,0.2,183,0.12494281388906453,2025-01-30,2025-10-22
(Oct 25),VIX,c,25.0,0.25,183,0.44697909548625386,2025-01-30,2025-10-22
(Oct 25),VIX,c,30.0,0.3,183,0.5579241170313284,2025-01-30,2025-10-22
(Oct 25),VIX,c,35.0,0.35,183,0.6342381455699478,2025-01-30,2025-10-22
(Oct 25),VIX,c,40.0,0.4,183,0.5790756675273484,2025-01-30,2025-10-22
(Oct 25),VIX,c,45.0,0.45,183,0.6472933805189,2025-01-30,2025-10-22
(Oct 25),VIX,c,50.0,0.5,183,0.614824284071432,2025-01-30,2025-10-22
(Nov 25),SPX,p,0.1,-0.001,187,-0.06619011349395958,2023-12-15,2025-12-18
(Nov 25),SPX,p,0.5,-0.005,187,0.2864628407115487,2023-12-15,2025-12-18
(Nov 25),SPX,p,1.0,-0.01,187,0.5797732766087113,2023-12-15,2025-12-18
(Nov 25),SPX,p,2.0,-0.02,187,0.7238579623601108,2023-12-15,2025-12-18
(Nov 25),SPX,p,5.0,-0.05,187,0.8241115011432084,2023-12-15,2025-12-18
(Nov 25),SPX,p,10.0,-0.1,187,0.8638705406919348,2023-12-15,2025-12-18
(Nov 25),SPX,p,15.0,-0.15,187,0.8776292684334472,2023-12-15,2025-12-18
(Nov 25),SPX,p,20.0,-0.2,187,0.8717750298268933,2023-12-15,2025-12-18
(Nov 25),SPX,p,25.0,-0.25,187,0.8726434039074968,2023-12-15,2025-12-18
(Nov 25),SPX,p,30.0,-0.3,187,0.8872027483394448,2023-12-15,2025-12-18
(Nov 25),SPX,p,35.0,-0.35,187,0.8924681453369521,2023-12-15,2025-12-18
(Nov 25),SPX,p,40.0,-0.4,187,0.8780099631361923,2023-12-15,2025-12-18
(Nov 25),SPX,p,45.0,-0.45,187,0.8680698949577382,2023-12-15,2025-12-18
(Nov 25),SPX,p,50.0,-0.5,187,0.8641197621892315,2023-12-15,2025-12-18
(Nov 25),VIX,p,0.1,-0.001,48,,2025-02-27,2025-11-18
(Nov 25),VIX,p,0.5,-0.005,44,,2025-02-27,2025-11-18
(Nov 25),VIX,p,1.0,-0.01,71,,2025-02-27,2025-11-18
(Nov 25),VIX,p,2.0,-0.02,172,,2025-02-27,2025-11-18
(Nov 25),VIX,p,5.0,-0.05,177,,2025-02-27,2025-11-18
(Nov 25),VIX,p,10.0,-0.1,183,,2025-02-27,2025-11-18
(Nov 25),VIX,p,15.0,-0.15,183,,2025-02-27,2025-11-18
(Nov 25),VIX,p,20.0,-0.2,183,-0.005544588617114405,2025-02-27,2025-11-18
(Nov 25),VIX,p,25.0,-0.25,183,0.3581367070715827,2025-02-27,2025-11-18
(Nov 25),VIX,p,30.0,-0.3,183,0.3394282198118807,2025-02-27,2025-11-18
(Nov 25),VIX,p,35.0,-0.35,183,0.5416161436688245,2025-02-27,2025-11-18
(Nov 25),VIX,p,40.0,-0.4,183,0.5465082160513465,2025-02-27,2025-11-18
(Nov 25),VIX,p,45.0,-0.45,183,0.6307753460863893,2025-02-27,2025-11-18
(Nov 25),VIX,p,50.0,-0.5,183,0.5905511297852442,2025-02-27,2025-11-18
(Nov 25),SPX,c,0.1,0.001,174,,2023-12-15,2025-12-18
(Nov 25),SPX,c,0.5,0.005,187,,2023-12-15,2025-12-18
(Nov 25),SPX,c,1.0,0.01,187,-0.02367889372599621,2023-12-15,2025-12-18
(Nov 25),SPX,c,2.0,0.02,187,-0.012698140686753978,2023-12-15,2025-12-18
(Nov 25),SPX,c,5.0,0.05,187,0.3135948555312404,2023-12-15,2025-12-18
(Nov 25),SPX,c,10.0,0.1,187,0.3655730057691266,2023-12-15,2025-12-18
(Nov 25),SPX,c,15.0,0.15,187,0.5341624647797645,2023-12-15,2025-12-18
(Nov 25),SPX,c,20.0,0.2,187,0.5722788794417849,2023-12-15,2025-12-18
(Nov 25),SPX,c,25.0,0.25,187,0.6298391153749797,2023-12-15,2025-12-18
(Nov 25),SPX,c,30.0,0.3,187,0.6909083763863776,2023-12-15,2025-12-18
(Nov 25),SPX,c,35.0,0.35,187,0.7504280583034242,2023-12-15,2025-12-18
(Nov 25),SPX,c,40.0,0.4,187,0.7753118148748035,2023-12-15,2025-12-18
(Nov 25),SPX,c,45.0,0.45,187,0.8072646197168353,2023-12-15,2025-12-18
(Nov 25),SPX,c,50.0,0.5,187,0.8267073478472972,2023-12-15,2025-12-18
(Nov 25),VIX,c,0.1,0.001,159,,2025-02-27,2025-11-18
(Nov 25),VIX,c,0.5,0.005,164,,2025-02-27,2025-11-18
(Nov 25),VIX,c,1.0,0.01,179,,2025-02-27,2025-11-18
(Nov 25),VIX,c,2.0,0.02,182,,2025-02-27,2025-11-18
(Nov 25),VIX,c,5.0,0.05,183,,2025-02-27,2025-11-18
(Nov 25),VIX,c,10.0,0.1,182,,2025-02-27,2025-11-18
(Nov 25),VIX,c,15.0,0.15,183,,2025-02-27,2025-11-18
(Nov 25),VIX,c,20.0,0.2,183,0.25657055012489194,2025-02-27,2025-11-18
(Nov 25),VIX,c,25.0,0.25,183,0.44686301564192976,2025-02-27,2025-11-18
(Nov 25),VIX,c,30.0,0.3,183,0.4421422073635199,2025-02-27,2025-11-18
(Nov 25),VIX,c,35.0,0.35,183,0.48985687257890526,2025-02-27,2025-11-18
(Nov 25),VIX,c,40.0,0.4,183,0.514066548478503,2025-02-27,2025-11-18
(Nov 25),VIX,c,45.0,0.45,183,0.602209139839806,2025-02-27,2025-11-18
(Nov 25),VIX,c,50.0,0.5,183,0.5717360598715412,2025-02-27,2025-11-18
(Dec 25),SPX,p,0.1,-0.001,186,0.01304411205136333,2024-07-03,2026-01-15
(Dec 25),SPX,p,0.5,-0.005,186,0.37354965964315273,2024-07-03,2026-01-15
(Dec 25),SPX,p,1.0,-0.01,186,0.5226058740080028,2024-07-03,2026-01-15
(Dec 25),SPX,p,2.0,-0.02,186,0.7306136337304593,2024-07-03,2026-01-15
(Dec 25),SPX,p,5.0,-0.05,186,0.8357132710911503,2024-07-03,2026-01-15
(Dec 25),SPX,p,10.0,-0.1,186,0.8647996957911179,2024-07-03,2026-01-15
(Dec 25),SPX,p,15.0,-0.15,186,0.8783389846689971,2024-07-03,2026-01-15
(Dec 25),SPX,p,20.0,-0.2,186,0.8581820396807546,2024-07-03,2026-01-15
(Dec 25),SPX,p,25.0,-0.25,186,0.8759403609193716,2024-07-03,2026-01-15
(Dec 25),SPX,p,30.0,-0.3,186,0.8842690197415796,2024-07-03,2026-01-15
(Dec 25),SPX,p,35.0,-0.35,186,0.871374339465407,2024-07-03,2026-01-15
(Dec 25),SPX,p,40.0,-0.4,186,0.8738045506767275,2024-07-03,2026-01-15
(Dec 25),SPX,p,45.0,-0.45,186,0.862425934445997,2024-07-03,2026-01-15
(Dec 25),SPX,p,50.0,-0.5,186,0.8569334249755695,2024-07-03,2026-01-15
